ToyStory3_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 131160105, "verified": false, "profile_sidebar_fill_color": "ffffff", "profile_text_color": "1e00ff", "followers_count": 2604, "profile_sidebar_border_color": "000000", "location": "", "profile_background_color": "ffffff", "listed_count": 143, "status": {"favorited": false, "contributors": null, "source": "web", "text": "おもちゃ同士の固い絆がテーマの「トイ・ストーリー3」。今回、W杯でチームの要として活躍した大久保嘉人選手と、ヴィッセルの田中英雄選手とのトークショーが、8/2にOSシネマズミント神戸にて開催されます！チケットは7/30から発売開始。お近くの方は是非。　#toystory3jp", "created_at": "Thu Jul 29 12:40:19 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [{"indices": [126, 138], "text": "toystory3jp"}], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19822534620}, "utc_offset": -36000, "statuses_count": 100, "description": "7.10（土）映画『トイ・ストーリー3』公開記念　日本版ディズニー/ピクサー公式アカウントです。恐れ入りますが、こちらでは皆様からのご質問をお受けすることができません。また、投稿内容は削除させて頂く場合がございますので予めご了承下さい。(C)DISNEY/PIXAR", "friends_count": 3, "profile_link_color": "038543", "profile_image_url": "http://a1.twimg.com/profile_images/809201557/sub2_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/104511799/3twitter.jpg", "name": "映画『トイ・ストーリー３』公式", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "ToyStory3_jp", "url": "http://www.disney.co.jp/toystory/", "created_at": "Fri Apr 09 13:02:26 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "protected": false, "following": false}
dt_movie_staff	{"follow_request_sent": false, "profile_use_background_image": true, "id": 85792217, "verified": false, "profile_sidebar_fill_color": "efefef", "profile_text_color": "333333", "followers_count": 156, "protected": false, "location": "東京都", "profile_background_color": "131516", "listed_count": 25, "status": {"favorited": false, "contributors": null, "source": "web", "text": "悔しいな～日本人ですら見る機会のない東京の夜景を空撮するなんて！\nhttp://journal.mycom.co.jp/articles/2010/07/23/nolan/index.html?route=blog", "created_at": "Tue Jul 27 13:24:08 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [33, 107], "url": "http://journal.mycom.co.jp/articles/2010/07/23/nolan/index.html?route=blog", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19656196467}, "utc_offset": 32400, "statuses_count": 121, "description": "2010年公開予定のプロによる超オリジナル映画「ＤＴ」の制作陣が公式にツイートして参ります。アメブロと連動で裏話、ブログで載せなかった画像なども流していくかも・・・！\r\nどんどんご意見ご感想もお待ちしてます。\r\n公式ブログ：http://ameblo.jp/dt-news/", "friends_count": 288, "profile_link_color": "009999", "profile_image_url": "http://a1.twimg.com/profile_images/1081505081/1241169838417_bigger_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/91492775/oni.jpg", "name": "映画「ＤＴ」＠VFXスタッフ募集中！", "lang": "ja", "profile_background_tile": true, "favourites_count": 1, "screen_name": "dt_movie_staff", "url": "http://ameblo.jp/dt-news/", "created_at": "Wed Oct 28 11:02:10 +0000 2009", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "eeeeee", "following": false}
hikarisachiare	{"follow_request_sent": false, "profile_use_background_image": true, "id": 113779617, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 245, "protected": false, "location": "日本…東京/埼玉", "profile_background_color": "9ae4e8", "listed_count": 7, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twtr.jp\" rel=\"nofollow\">Keitai Web</a>", "text": "本日のチワワは、洗濯ばさみをかじってしまってて…。チワワって、自分が可愛いのわかってる感じのしぐさや愛嬌の振り撒きかたをするよね。", "created_at": "Tue Aug 03 01:46:19 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20185034009}, "utc_offset": 32400, "statuses_count": 407, "description": "気ままにつぶやいてます。思ったこととか、興味持ったこととか…。趣味は色々、これからも増やしていきたい♪ チワワ飼ってます。", "friends_count": 110, "profile_link_color": "0000ff", "profile_image_url": "http://a0.twimg.com/profile_images/719578944/2010022619080000_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1279322210/images/themes/theme1/bg.png", "name": "スイーツ、映画、音楽大好き女子", "lang": "ja", "profile_background_tile": false, "favourites_count": 1, "screen_name": "hikarisachiare", "url": null, "created_at": "Sat Feb 13 01:08:52 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "87bc44", "following": false}
movieDELTA	{"follow_request_sent": false, "profile_use_background_image": true, "id": 155528826, "verified": false, "profile_sidebar_fill_color": "A0C5C7", "profile_text_color": "333333", "followers_count": 223, "protected": false, "location": "東京", "profile_background_color": "709397", "listed_count": 26, "status": {"favorited": false, "contributors": null, "source": "web", "text": "@y_itakura ありがとう、一世代上の好き勝手映画作り手より", "created_at": "Mon Aug 02 18:49:07 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [0, 10], "id": 36088889, "screen_name": "y_itakura", "name": "板倉善之"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": 20159589171, "in_reply_to_screen_name": "y_itakura", "in_reply_to_user_id": 36088889, "place": null, "geo": null, "id": 20159888224}, "utc_offset": -36000, "statuses_count": 729, "description": "映画「デルタ 小川国夫原作オムニバス」\r\n2010年7/24（土）よりアップリンクＸにて公開中！\r\n飴屋法水、本多章一、佐久間麻由、渡辺敬彦、松浦裕也、土肥ぐにゃり他出演。監督は「美代子阿佐ヶ谷気分」「USB」などのカメラマン与那覇政之。「サウダーヂ」「国道20号線」空族の高野貴子、インディーズ映画で活躍する小沢和史。", "friends_count": 466, "profile_link_color": "FF3300", "profile_image_url": "http://a2.twimg.com/profile_images/989033358/_________normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/112539325/DELTA_______.jpg", "name": "映画「デルタ 小川国夫原作オムニバス」", "lang": "ja", "profile_background_tile": true, "favourites_count": 4, "screen_name": "movieDELTA", "url": "http://www.delta-movie.com/", "created_at": "Mon Jun 14 11:30:58 +0000 2010", "contributors_enabled": false, "time_zone": "Hawaii", "profile_sidebar_border_color": "86A4A6", "following": false}
houga_reviews	{"follow_request_sent": false, "profile_use_background_image": true, "id": 88711854, "verified": false, "profile_sidebar_fill_color": "95E8EC", "profile_text_color": "3C3940", "followers_count": 267, "protected": false, "location": "大阪,東京,Osaka,Tokyo", "profile_background_color": "0099B9", "listed_count": 37, "status": {"favorited": false, "contributors": null, "source": "web", "text": "@eigazatudan SPACE BATTLESHIP ヤマト（Space Cruiser Yamato） http://mihama.ti-da.net/e3128432.html", "created_at": "Mon Aug 02 23:33:43 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [0, 12], "id": 87446331, "screen_name": "eigazatudan", "name": "DJポチ"}], "hashtags": [], "urls": [{"indices": [56, 93], "url": "http://mihama.ti-da.net/e3128432.html", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": "eigazatudan", "in_reply_to_user_id": 87446331, "place": null, "geo": null, "id": 20176455942}, "utc_offset": -36000, "statuses_count": 29, "description": "映画館で、劇場で、レンタルで、DVDで・・・なにを観るのか？話題洋画のレビューを集めてみる！#houga_reviewsもよろしく。", "friends_count": 253, "profile_link_color": "0099B9", "profile_image_url": "http://a1.twimg.com/profile_images/519277313/houga_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/52708545/CINE01.jpg", "name": "映画,邦画,eiga,movie", "lang": "ja", "profile_background_tile": true, "favourites_count": 20, "screen_name": "houga_reviews", "url": "http://eigazatudan.ti-da.net/", "created_at": "Mon Nov 09 17:21:28 +0000 2009", "contributors_enabled": false, "time_zone": "Hawaii", "profile_sidebar_border_color": "5ED4DC", "following": false}
springfever_jp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 163324292, "verified": false, "profile_sidebar_fill_color": "adc9ad", "profile_text_color": "333333", "followers_count": 84, "protected": false, "location": "tokyo", "profile_background_color": "000000", "listed_count": 16, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twitterfeed.com\" rel=\"nofollow\">twitterfeed</a>", "text": "[blog] チェンさん似顔絵を描くの巻 http://bit.ly/df6FwU", "created_at": "Fri Jul 30 09:15:40 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [21, 41], "url": "http://bit.ly/df6FwU", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 19897023032}, "utc_offset": 32400, "statuses_count": 50, "description": "2010年11月6日（土）より、渋谷シネマライズほか全国順次公開。現代の南京を舞台に、“春の嵐”（スプリング・フィーバー）により掻き乱された一夜を彷徨うかのような、男女五人の、複雑に絡み合う想いと衝動。\r\n中国で映画製作を禁じられたロウ・イエが描く最も純粋なラブストーリー。ハッシュタグは#springfever。", "friends_count": 120, "profile_link_color": "a54fa6", "profile_image_url": "http://a2.twimg.com/profile_images/1060918658/sf_thumb_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/123297147/spring_twitter.jpg", "name": "映画『スプリング・フィーバー』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "springfever_jp", "url": "http://www.uplink.co.jp/springfever/", "created_at": "Tue Jul 06 03:35:25 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "79a684", "following": false}
neck_movie	{"follow_request_sent": false, "profile_use_background_image": true, "id": 138389484, "verified": false, "profile_sidebar_fill_color": "efefef", "profile_text_color": "333333", "followers_count": 2674, "protected": false, "location": "冥王星", "profile_background_color": "fff201", "listed_count": 197, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://www.nibirutech.com\" rel=\"nofollow\">TwitBird</a>", "text": "通勤のお供に。舞城先生のTwitter連載小説「NECK the seventh」が、第72話まで来ました。 http://j.mp/bGMzJY http://j.mp/bxznYy 今後どのような展開を迎えるのか!?ご注目下さい！", "created_at": "Tue Aug 03 00:30:47 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [55, 73], "url": "http://j.mp/bGMzJY", "expanded_url": null}, {"indices": [74, 92], "url": "http://j.mp/bxznYy", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20180122877}, "utc_offset": 32400, "statuses_count": 932, "description": "“恐怖と恋のドキドキは紙一重”!? 8/21公開の“胸キュン・ホラー”エンタテインメント『NECK ネック』公式アカウントです。舞城王太郎のTwitter連載小説「NECK the seventh」( #neckthe7th )をはじめ、映画の最新情報などをつぶやきます。どうぞよろしくお願いしますm(_ _)m", "friends_count": 2833, "profile_link_color": "009999", "profile_image_url": "http://a2.twimg.com/profile_images/1093779122/eeece244bfdfca6556246885aad513162dc9fc9a-deco_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/101356536/twitter.jpg", "name": "映画「NECK ネック」", "lang": "ja", "profile_background_tile": false, "favourites_count": 7, "screen_name": "neck_movie", "url": "http://www.project-neck.com", "created_at": "Thu Apr 29 12:15:52 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "eeeeee", "following": false}
kz_tak	{"follow_request_sent": false, "profile_use_background_image": true, "id": 107346613, "verified": false, "profile_sidebar_fill_color": "abadba", "profile_text_color": "000000", "followers_count": 168, "protected": false, "location": "東京", "profile_background_color": "000000", "listed_count": 13, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twitterfeed.com\" rel=\"nofollow\">twitterfeed</a>", "text": "《 ソルト 》 http://bit.ly/b1lDQ7", "created_at": "Mon Aug 02 15:57:06 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [8, 28], "url": "http://bit.ly/b1lDQ7", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20149306147}, "utc_offset": 32400, "statuses_count": 305, "description": "映画,デジモノ,game,サッカー好きです。映画の感想blog書いてます。気軽にfollowしてください。\r\n", "friends_count": 134, "profile_link_color": "1808ff", "profile_image_url": "http://a2.twimg.com/profile_images/647980178/milla_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/124026888/000024.jpg", "name": "映画 -K'z films-", "lang": "ja", "profile_background_tile": true, "favourites_count": 1, "screen_name": "kz_tak", "url": "http://ameblo.jp/kz-films/", "created_at": "Fri Jan 22 07:55:35 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "000d99", "following": false}
umareru	{"follow_request_sent": false, "profile_use_background_image": true, "id": 60922339, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 3348, "protected": false, "location": "東京都目黒区", "profile_background_color": "9ae4e8", "listed_count": 213, "status": {"favorited": false, "contributors": null, "source": "web", "text": "ありがとうございました!　@keisr アンケート参加しました！！ミクシィのコミュにも入らせていただきました！！", "created_at": "Mon Aug 02 08:57:31 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [13, 19], "id": 139653900, "screen_name": "keisr", "name": "かわい　けいこ"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20125750702}, "utc_offset": 32400, "statuses_count": 1065, "description": "ドキュメンタリー映画「うまれる」(企画・監督　豪田トモ)と言います。今年の秋に産まれる予定で、いまは胎内にいます。皆さんの応援陣痛で気持ちよく産まれてたいです!!　撮影・取材から得た妊娠・出産・子育ての情報を配信していきます♪", "friends_count": 3489, "profile_link_color": "0000ff", "profile_image_url": "http://a0.twimg.com/profile_images/629811728/manaka_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280528898/images/themes/theme1/bg.png", "name": "映画「うまれる」", "lang": "ja", "profile_background_tile": false, "favourites_count": 2, "screen_name": "umareru", "url": "http://www.umareru.jp/", "created_at": "Tue Jul 28 14:49:05 +0000 2009", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "87bc44", "following": false}
ganime_reviews	{"follow_request_sent": false, "profile_use_background_image": true, "id": 88711622, "verified": false, "profile_sidebar_fill_color": "95E8EC", "profile_text_color": "3C3940", "followers_count": 312, "protected": false, "location": "大阪,東京,Osaka,Tokyo", "profile_background_color": "0099B9", "listed_count": 19, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://dev.twitter.com/\" rel=\"nofollow\">API</a>", "text": "﻿第一作から観ているんですが、作品としての完成度が高い。劇場版「空の境界」殺人考察(後) 【通常版】 [DVD]' を Amazon でチェック！ http://bit.ly/8Wd3zN", "created_at": "Fri Feb 05 22:13:03 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [74, 94], "url": "http://bit.ly/8Wd3zN", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 8695735410}, "utc_offset": -36000, "statuses_count": 431, "description": "映画館で、劇場で、レンタルで、DVDで・・・なにを観るのか？話題洋画のレビューを集めてみる！#ganime_reviews もよろしく。", "friends_count": 192, "profile_link_color": "0099B9", "profile_image_url": "http://a2.twimg.com/profile_images/519285014/anime_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/52707008/CINE01.jpg", "name": "映画,アニメ,movie,anime", "lang": "ja", "profile_background_tile": true, "favourites_count": 23, "screen_name": "ganime_reviews", "url": "http://eigazatudan.ti-da.net/", "created_at": "Mon Nov 09 17:20:28 +0000 2009", "contributors_enabled": false, "time_zone": "Hawaii", "profile_sidebar_border_color": "5ED4DC", "following": false}
W97k97	{"follow_request_sent": false, "profile_use_background_image": true, "id": 113567030, "verified": false, "profile_sidebar_fill_color": "FAE1F9", "profile_text_color": "3F3B3B", "followers_count": 217, "protected": false, "location": "Tokyo", "profile_background_color": "D4E0EB", "listed_count": 30, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://glucose3.com/fastweet/\" rel=\"nofollow\">Fastweet 2K</a>", "text": "@schon22 おはようニャン！今日も元気出していきましょい（＾∇＾）", "created_at": "Mon Aug 02 22:20:52 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [0, 8], "id": 110576935, "screen_name": "schon22", "name": "シェーン"}], "hashtags": [], "urls": []}, "in_reply_to_status_id": 20171462635, "in_reply_to_screen_name": "schon22", "in_reply_to_user_id": 110576935, "place": null, "geo": null, "id": 20171897763}, "utc_offset": 32400, "statuses_count": 1629, "description": "映画業界で地味なWebページをつくっています。庭いじりが好きです。テレビで知ったこと、#ohayopanda #movie #3good をつぶやいてます。KNMDメンバー。Saya suka bunga,wayang gambar,kuching dan Malaysia.", "friends_count": 207, "profile_link_color": "0D777A", "profile_image_url": "http://a0.twimg.com/profile_images/949234776/cat_m_normal.png", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/115567239/twilk_background_4c2219d973236.jpg", "name": "Waka:映画・草木が好き", "lang": "ja", "profile_background_tile": true, "favourites_count": 40, "screen_name": "W97k97", "url": "http://yomuxmemo.com/W97k97", "created_at": "Fri Feb 12 07:09:17 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "9C89BF", "following": false}
dragon_3D	{"follow_request_sent": false, "profile_use_background_image": true, "id": 144794488, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 157, "protected": false, "location": "", "profile_background_color": "C0DEED", "listed_count": 13, "status": {"favorited": false, "contributors": null, "source": "web", "text": "ベッキー♪＃さんの特設ページもオープンしたよ！＜ベッキー♪＃とドラゴン＞ゲームで激レア・グッズを手に入れちゃおう！！http://www.hic-dragon.jp/becky/", "created_at": "Thu Jul 15 07:16:34 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [58, 89], "url": "http://www.hic-dragon.jp/becky/", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 18584255259}, "utc_offset": null, "statuses_count": 35, "description": "「リロ＆スティッチ」監督最新作！映画『ヒックとドラゴン』のオフィシャルTwitterです。ドラゴンのトゥースがTwitterは更新してるよ。8月7日（土）全国超拡大ロードショー！", "friends_count": 0, "profile_link_color": "0084B4", "profile_image_url": "http://a1.twimg.com/profile_images/994858533/icon_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://a1.twimg.com/profile_background_images/112817878/_________twitterWP3.jpg", "name": "映画『ヒックとドラゴン』", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "dragon_3D", "url": "http://www.hic-dragon.jp/", "created_at": "Mon May 17 09:33:01 +0000 2010", "contributors_enabled": false, "time_zone": null, "profile_sidebar_border_color": "C0DEED", "following": false}
majigachi	{"follow_request_sent": false, "profile_use_background_image": false, "id": 106639368, "verified": false, "profile_sidebar_fill_color": "DDEEF6", "profile_text_color": "333333", "followers_count": 184, "protected": false, "location": "東京 渋谷", "profile_background_color": "C0DEED", "listed_count": 16, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://majigachi.jp\" rel=\"nofollow\">ドキュメンタリー映画「マジでガチなボランティア」公式サイト</a>", "text": "サイトを更新しました！ http://is.gd/dYyyC", "created_at": "Mon Aug 02 16:20:50 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [12, 30], "url": "http://is.gd/dYyyC", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20150881370}, "utc_offset": 32400, "statuses_count": 143, "description": "ドキュメンタリー映画「マジでガチなボランティア」の制作スタッフです。\r\n\r\n2010年10月！渋谷シネクイントにて上映されます！", "friends_count": 287, "profile_link_color": "0084B4", "profile_image_url": "http://a3.twimg.com/profile_images/976094167/20100610_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": true, "profile_background_image_url": "http://a3.twimg.com/profile_background_images/100441783/MainVisual_Ver002_A4___Twitter___.jpg", "name": "映画「マジでガチなボランティア」スタッフ", "lang": "ja", "profile_background_tile": false, "favourites_count": 2, "screen_name": "majigachi", "url": "http://www.majigachi.jp/", "created_at": "Wed Jan 20 05:28:43 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C0DEED", "following": false}
masakiiwana	{"follow_request_sent": false, "profile_use_background_image": true, "id": 127183836, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 123, "protected": false, "location": "フランス・東京", "profile_background_color": "9ae4e8", "listed_count": 21, "status": {"favorited": false, "contributors": null, "source": "web", "text": "二日目終了。午後突如の豪雨。スタジオの屋根はビニールシートだけだからどうなるかと思ったが何とか通過。夜半寒気襲来、久しぶりに暖炉を炊く。ミクシー１７０名の仲間へ｢夏の家族」の宣伝を再度依頼する。そういえば昨夜は首くくり擇象氏より2000字の極上コメントをいただく。伏して感謝。", "created_at": "Mon Aug 02 20:51:20 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": []}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20166761616}, "utc_offset": 32400, "statuses_count": 199, "description": "2010年ロッテルダム映画祭初上映されるや世界の映画祭が注目している映画「夏の家族」。ついに今秋10月渋谷UPLINKにて公開！！その「夏の家族」スタッフと岩名雅記　監督本人が自由で素敵なつぶやきをしてます。（岩名雅記：1945年生まれ。フランス在住の舞踏家。映画監督。第一作品「朱霊たち」が欧米の映画祭を総なめした。）", "friends_count": 45, "profile_link_color": "0000ff", "profile_image_url": "http://a2.twimg.com/profile_images/780721334/iwana_headshot_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280514101/images/themes/theme1/bg.png", "name": "岩名雅記＆映画「夏の家族」スタッフ", "lang": "ja", "profile_background_tile": false, "favourites_count": 9, "screen_name": "masakiiwana", "url": "http://www.iwanabutoh.com/ja/", "created_at": "Sun Mar 28 10:19:10 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "87bc44", "following": false}
TeamScope	{"follow_request_sent": false, "profile_use_background_image": true, "id": 138934649, "verified": false, "profile_sidebar_fill_color": "e0ff92", "profile_text_color": "000000", "followers_count": 78, "protected": false, "location": "", "profile_background_color": "9ae4e8", "listed_count": 13, "status": {"favorited": false, "retweeted_status": {"favorited": false, "contributors": null, "source": "web", "text": "@TeamScope　５月３日に観させていただきました。初の長編と伺いましたがなかなかよかったと思います。感想をブログにupしましたhttp://spica09.seesaa.net/article/149250709.html", "created_at": "Sat May 08 11:58:41 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [0, 10], "id": 138934649, "screen_name": "TeamScope", "name": "映画「Scope」"}], "hashtags": [], "urls": [{"indices": [66, 114], "url": "http://spica09.seesaa.net/article/149250709.html", "expanded_url": null}]}, "in_reply_to_status_id": 13566749158, "in_reply_to_screen_name": "TeamScope", "in_reply_to_user_id": 138934649, "place": null, "geo": null, "id": 13604436261}, "contributors": null, "source": "web", "text": "RT @spica_simsons: @TeamScope　５月３日に観させていただきました。初の長編と伺いましたがなかなかよかったと思います。感想をブログにupしましたhttp://spica09.seesaa.net/article/149250709.html", "created_at": "Mon May 24 11:45:25 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [{"indices": [3, 17], "id": 109324414, "screen_name": "spica_simsons", "name": "sim"}, {"indices": [19, 29], "id": 138934649, "screen_name": "TeamScope", "name": "映画「Scope」"}], "hashtags": [], "urls": [{"indices": [85, 133], "url": "http://spica09.seesaa.net/article/149250709.html", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 14617777198}, "utc_offset": 32400, "statuses_count": 19, "description": "映画「Scope」2010年5月1日より、渋谷Uplinkにて公開。", "friends_count": 56, "profile_link_color": "0000ff", "profile_image_url": "http://a2.twimg.com/profile_images/863778566/scope_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1280280769/images/themes/theme1/bg.png", "name": "映画「Scope」", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "TeamScope", "url": "http://film-scope.com", "created_at": "Sat May 01 02:16:28 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "87bc44", "following": false}
nmoviebjp	{"follow_request_sent": false, "profile_use_background_image": true, "id": 108016241, "verified": false, "profile_sidebar_fill_color": "DAECF4", "profile_text_color": "663B12", "followers_count": 272, "protected": false, "location": "", "profile_background_color": "C6E2EE", "listed_count": 17, "status": {"favorited": false, "contributors": null, "source": "<a href=\"http://twitter.com/bibliojp\" rel=\"nofollow\">商品新着＆ランキング</a>", "text": "【明日発売！】スペース・バディーズ/小さな5匹の大冒険 ブルーレイ+DVDセット [Blu-ray] /  http://amzn.to/ajT5CE", "created_at": "Mon Aug 02 16:00:19 +0000 2010", "truncated": false, "coordinates": null, "entities": {"user_mentions": [], "hashtags": [], "urls": [{"indices": [54, 75], "url": "http://amzn.to/ajT5CE", "expanded_url": null}]}, "in_reply_to_status_id": null, "in_reply_to_screen_name": null, "in_reply_to_user_id": null, "place": null, "geo": null, "id": 20149522156}, "utc_offset": 32400, "statuses_count": 664, "description": "明日発売になるブルーレイの映画ソフトを紹介しています。製品情報はAmazonから取得しています。★評価の右にある「*」は、0.5ptの意味です。", "friends_count": 334, "profile_link_color": "1F98C7", "profile_image_url": "http://a2.twimg.com/profile_images/658993830/moviebjp_normal.jpg", "notifications": false, "show_all_inline_media": false, "geo_enabled": false, "profile_background_image_url": "http://s.twimg.com/a/1279322210/images/themes/theme2/bg.gif", "name": "映画：明日発売のブルーレイ", "lang": "ja", "profile_background_tile": false, "favourites_count": 0, "screen_name": "nmoviebjp", "url": null, "created_at": "Sun Jan 24 14:42:45 +0000 2010", "contributors_enabled": false, "time_zone": "Tokyo", "profile_sidebar_border_color": "C6E2EE", "following": false}
